10000 3
 -303     -178     -0.125  
 -303     -153     -0.115  
 -303     -128     -0.105  
 -303     -103     -0.105  
 -303     -78      -0.115  
 -303     -53      -0.105  
 -303     -28      -0.105  
 -303     -3       -0.105  
 -303     22       -0.105  
 -303     47       -0.115  
 -303     72       -0.125  
 -278     -253     -0.125  
 -278     -228     -0.125  
 -278     -203     -0.115  
 -278     -178     -0.105  
 -278     -153     -0.095  
 -278     -128     -0.085  
 -278     -103     -0.085  
 -278     -78      -0.085  
 -278     -53      -0.085  
 -278     -28      -0.085  
 -278     -3       -0.085  
 -278     22       -0.085  
 -278     47       -0.095  
 -278     72       -0.105  
 -278     97       -0.125  
 -253     -278     -0.115  
 -253     -253     -0.105  
 -253     -228     -0.095  
 -253     -203     -0.095  
 -253     -178     -0.085  
 -253     -153     -0.075  
 -253     -128     -0.065  
 -253     -103     -0.065  
 -253     -78      -0.065  
 -253     -53      -0.065  
 -253     -28      -0.065  
 -253     -3       -0.065  
 -253     22       -0.075  
 -253     47       -0.085  
 -253     72       -0.095  
 -253     97       -0.105  
 -253     122      -0.125  
 -228     -303     -0.115  
 -228     -278     -0.095  
 -228     -253     -0.085  
 -228     -228     -0.075  
 -228     -203     -0.075  
 -228     -178     -0.065  
 -228     -153     -0.055  
 -228     -128     -0.055  
 -228     -103     -0.045  
 -228     -78      -0.055  
 -228     -53      -0.055  
 -228     -28      -0.055  
 -228     -3       -0.055  
 -228     22       -0.055  
 -228     47       -0.065  
 -228     72       -0.075  
 -228     97       -0.095  
 -228     122      -0.115  
 -203     -328     -0.115  
 -203     -303     -0.095  
 -203     -278     -0.085  
 -203     -253     -0.065  
 -203     -228     -0.065  
 -203     -203     -0.055  
 -203     -178     -0.055  
 -203     -153     -0.045  
 -203     -128     -0.035  
 -203     -103     -0.035  
 -203     -78      -0.035  
 -203     -53      -0.035  
 -203     -28      -0.035  
 -203     -3       -0.035  
 -203     22       -0.045  
 -203     47       -0.055  
 -203     72       -0.065  
 -203     97       -0.085  
 -203     122      -0.105  
 -178     -353     -0.125  
 -178     -328     -0.105  
 -178     -303     -0.085  
 -178     -278     -0.075  
 -178     -253     -0.055  
 -178     -228     -0.045  
 -178     -203     -0.035  
 -178     -178     -0.035  
 -178     -153     -0.025  
 -178     -128     -0.025  
 -178     -103     -0.025  
 -178     -78      -0.025  
 -178     -53      -0.025  
 -178     -28      -0.025  
 -178     -3       -0.025  
 -178     22       -0.035  
 -178     47       -0.045  
 -178     72       -0.055  
 -178     97       -0.075  
 -178     122      -0.105  
 -153     -353     -0.125  
 -153     -328     -0.095  
 -153     -303     -0.075  
 -153     -278     -0.065  
 -153     -253     -0.045  
 -153     -228     -0.035  
 -153     -203     -0.025  
 -153     -178     -0.025  
 -153     -153     -0.025  
 -153     -128     -0.015  
 -153     -103     -0.015  
 -153     -78      -0.015  
 -153     -53      -0.015  
 -153     -28      -0.015  
 -153     -3       -0.015  
 -153     22       -0.025  
 -153     47       -0.035  
 -153     72       -0.055  
 -153     97       -0.075  
 -153     122      -0.105  
 -128     -353     -0.115  
 -128     -328     -0.095  
 -128     -303     -0.075  
 -128     -278     -0.055  
 -128     -253     -0.045  
 -128     -228     -0.025  
 -128     -203     -0.025  
 -128     -178     -0.015  
 -128     -153     -0.015  
 -128     -128     -0.005  
 -128     -103     -0.005  
 -128     -78      -0.015  
 -128     -53      -0.015  
 -128     -28      -0.015  
 -128     -3       -0.015  
 -128     22       -0.025  
 -128     47       -0.035  
 -128     72       -0.055  
 -128     97       -0.075  
 -128     122      -0.105  
 -103     -353     -0.125  
 -103     -328     -0.095  
 -103     -303     -0.075  
 -103     -278     -0.055  
 -103     -253     -0.035  
 -103     -228     -0.025  
 -103     -203     -0.015  
 -103     -178     -0.015  
 -103     -153     -0.005  
 -103     -128     -0.005  
 -103     -103     -0.005  
 -103     -78      -0.015  
 -103     -53      -0.005  
 -103     -28      -0.005  
 -103     -3       -0.015  
 -103     22       -0.015  
 -103     47       -0.035  
 -103     72       -0.055  
 -103     97       -0.075  
 -103     122      -0.095  
 -103     147      -0.125  
 -78      -353     -0.125  
 -78      -328     -0.105  
 -78      -303     -0.075  
 -78      -278     -0.055  
 -78      -253     -0.045  
 -78      -228     -0.025  
 -78      -203     -0.015  
 -78      -178     -0.015  
 -78      -153     -0.005  
 -78      -128     -0.005  
 -78      -103     -0.005  
 -78      -78      -0.015  
 -78      -53      -0.005  
 -78      -28      -0.005  
 -78      -3       -0.015  
 -78      22       -0.025  
 -78      47       -0.035  
 -78      72       -0.045  
 -78      97       -0.065  
 -78      122      -0.085  
 -78      147      -0.115  
 -53      -328     -0.115  
 -53      -303     -0.085  
 -53      -278     -0.065  
 -53      -253     -0.055  
 -53      -228     -0.035  
 -53      -203     -0.025  
 -53      -178     -0.015  
 -53      -153     -0.015  
 -53      -128     -0.005  
 -53      -103     -0.005  
 -53      -78      -0.005  
 -53      -53      -0.005  
 -53      -28      -0.005  
 -53      -3       -0.015  
 -53      22       -0.015  
 -53      47       -0.025  
 -53      72       -0.035  
 -53      97       -0.055  
 -53      122      -0.085  
 -53      147      -0.115  
 -28      -328     -0.125  
 -28      -303     -0.105  
 -28      -278     -0.085  
 -28      -253     -0.065  
 -28      -228     -0.055  
 -28      -203     -0.045  
 -28      -178     -0.025  
 -28      -153     -0.015  
 -28      -128     -0.015  
 -28      -103     -0.005  
 -28      -78      -0.005  
 -28      -53      -0.005  
 -28      -28      -0.005  
 -28      -3       -0.005  
 -28      22       -0.005  
 -28      47       -0.015  
 -28      72       -0.035  
 -28      97       -0.055  
 -28      122      -0.085  
 -28      147      -0.115  
 -3       -278     -0.115  
 -3       -253     -0.095  
