3000 3
 -203     -183     -0.125  
 -203     -158     -0.105  
 -203     -133     -0.095  
 -203     -108     -0.095  
 -203     -83      -0.095  
 -203     -58      -0.105  
 -203     -33      -0.115  
 -203     -8       -0.115  
 -203     17       -0.125  
 -178     -208     -0.115  
 -178     -183     -0.095  
 -178     -158     -0.085  
 -178     -133     -0.075  
 -178     -108     -0.075  
 -178     -83      -0.075  
 -178     -58      -0.075  
 -178     -33      -0.095  
 -178     -8       -0.095  
 -178     17       -0.095  
 -178     42       -0.105  
 -178     67       -0.115  
 -153     -233     -0.125  
 -153     -208     -0.105  
 -153     -183     -0.085  
 -153     -158     -0.065  
 -153     -133     -0.055  
 -153     -108     -0.055  
 -153     -83      -0.055  
 -153     -58      -0.055  
 -153     -33      -0.065  
 -153     -8       -0.075  
 -153     17       -0.075  
 -153     42       -0.085  
 -153     67       -0.085  
 -153     92       -0.105  
 -153     242      -0.115  
 -153     267      -0.105  
 -153     292      -0.105  
 -153     317      -0.105  
 -153     342      -0.115  
 -153     367      -0.125  
 -128     -233     -0.115  
 -128     -208     -0.085  
 -128     -183     -0.065  
 -128     -158     -0.055  
 -128     -133     -0.045  
 -128     -108     -0.035  
 -128     -83      -0.035  
 -128     -58      -0.035  
 -128     -33      -0.045  
 -128     -8       -0.065  
 -128     17       -0.065  
 -128     42       -0.065  
 -128     67       -0.065  
 -128     92       -0.075  
 -128     117      -0.105  
 -128     217      -0.095  
 -128     242      -0.085  
 -128     267      -0.075  
 -128     292      -0.075  
 -128     317      -0.085  
 -128     342      -0.095  
 -128     367      -0.105  
 -128     392      -0.125  
 -128     517      -0.125  
 -128     542      -0.125  
 -103     -233     -0.105  
 -103     -208     -0.085  
 -103     -183     -0.065  
 -103     -158     -0.045  
 -103     -133     -0.035  
 -103     -108     -0.025  
 -103     -83      -0.025  
 -103     -58      -0.025  
 -103     -33      -0.035  
 -103     -8       -0.045  
 -103     17       -0.045  
 -103     42       -0.045  
 -103     67       -0.045  
 -103     92       -0.055  
 -103     117      -0.075  
 -103     142      -0.125  
 -103     192      -0.105  
 -103     217      -0.075  
 -103     242      -0.065  
 -103     267      -0.055  
 -103     292      -0.055  
 -103     317      -0.065  
 -103     342      -0.075  
 -103     367      -0.095  
 -103     392      -0.105  
 -103     417      -0.125  
 -103     467      -0.115  
 -103     492      -0.085  
 -103     517      -0.085  
 -103     542      -0.085  
 -103     567      -0.105  
 -103     592      -0.125  
 -78      -233     -0.105  
 -78      -208     -0.075  
 -78      -183     -0.055  
 -78      -158     -0.035  
 -78      -133     -0.025  
 -78      -108     -0.015  
 -78      -83      -0.015  
 -78      -58      -0.015  
 -78      -33      -0.015  
 -78      -8       -0.035  
 -78      17       -0.035  
 -78      42       -0.035  
 -78      67       -0.035  
 -78      92       -0.035  
 -78      117      -0.045  
 -78      142      -0.085  
 -78      167      -0.125  
 -78      192      -0.075  
 -78      217      -0.055  
 -78      242      -0.045  
 -78      267      -0.045  
 -78      292      -0.045  
 -78      317      -0.055  
 -78      342      -0.065  
 -78      367      -0.075  
 -78      392      -0.095  
 -78      417      -0.115  
 -78      467      -0.075  
 -78      492      -0.055  
 -78      517      -0.055  
 -78      542      -0.055  
 -78      567      -0.075  
 -78      592      -0.105  
 -78      717      -0.125  
 -78      742      -0.125  
 -53      -258     -0.125  
 -53      -233     -0.105  
 -53      -208     -0.075  
 -53      -183     -0.055  
 -53      -158     -0.035  
 -53      -133     -0.025  
 -53      -108     -0.015  
 -53      -83      -0.005  
 -53      -58      -0.005  
 -53      -33      -0.015  
 -53      -8       -0.015  
 -53      17       -0.035  
 -53      42       -0.025  
 -53      67       -0.025  
 -53      92       -0.025  
 -53      117      -0.035  
 -53      142      -0.055  
 -53      167      -0.075  
 -53      192      -0.055  
 -53      217      -0.035  
 -53      242      -0.025  
 -53      267      -0.025  
 -53      292      -0.035  
 -53      317      -0.045  
 -53      342      -0.055  
 -53      367      -0.065  
 -53      392      -0.065  
 -53      417      -0.085  
 -53      442      -0.105  
 -53      467      -0.055  
 -53      492      -0.035  
 -53      517      -0.025  
 -53      542      -0.035  
 -53      567      -0.055  
 -53      592      -0.085  
 -53      617      -0.125  
 -53      667      -0.125  
 -53      692      -0.095  
 -53      717      -0.085  
 -53      742      -0.085  
 -53      767      -0.095  
 -53      792      -0.125  
 -28      -258     -0.125  
 -28      -233     -0.105  
 -28      -208     -0.085  
 -28      -183     -0.065  
 -28      -158     -0.045  
 -28      -133     -0.025  
 -28      -108     -0.015  
 -28      -83      -0.005  
 -28      -58      -0.005  
 -28      -33      -0.005  
 -28      -8       -0.005  
 -28      17       -0.015  
 -28      42       -0.025  
 -28      67       -0.015  
 -28      92       -0.015  
 -28      117      -0.025  
 -28      142      -0.035  
 -28      167      -0.045  
 -28      192      -0.035  
 -28      217      -0.025  
 -28      242      -0.015  
 -28      267      -0.015  
 -28      292      -0.025  
 -28      317      -0.035  
 -28      342      -0.045  
 -28      367      -0.035  
 -28      392      -0.035  
 -28      417      -0.045  
 -28      442      -0.055  
 -28      467      -0.045  
 -28      492      -0.015  
 -28      517      -0.015  
 -28      542      -0.025  
 -28      567      -0.045  
 -28      592      -0.075  
 -28      617      -0.115  
 -28      642      -0.095  
 -28      667      -0.085  
 -28      692      -0.055  
 -28      717      -0.055  
 -28      742      -0.055  
 -28      767      -0.075  
 -28      792      -0.095  
 -28      817      -0.125  
 -3       -258     -0.115  
 -3       -233     -0.105  
 -3       -208     -0.095  
 -3       -183     -0.075  
 -3       -158     -0.055  
 -3       -133     -0.035  
 -3       -108     -0.025  
 -3       -83      -0.015  
 -3       -58      -0.005  
 -3       -33      -0.005  
 -3       -8       -0.005  
 -3       17       -0.005  
 -3       42       -0.015  
 -3       67       -0.015  
 -3       92       -0.015  
 -3       117      -0.015  
 -3       142      -0.015  
 -3       167      -0.015  
 -3       192      -0.015  
 -3       217      -0.015  
 -3       242      -0.015  
 -3       267      -0.015  
 -3       292      -0.015  
 -3       317      -0.015  
 -3       342      -0.015  
 -3       367      -0.015  
 -3       392      -0.015  
 -3       417      -0.025  
 -3       442      -0.025  
 -3       467      -0.015  
 -3       492      -0.005  
 -3       517      -0.005  
 -3       542      -0.025  
 -3       567      -0.055  
 -3       592      -0.085  
 -3       617      -0.085  
 -3       642      -0.055  
 -3       667      -0.055  
 -3       692      -0.035  
 -3       717      -0.025  
 -3       742      -0.035  
 -3       767      -0.055  
 -3       792      -0.075  
 -3       817      -0.115  
 22       -283     -0.125  
 22       -258     -0.115  
 22       -233     -0.105  
 22       -208     -0.095  
 22       -183     -0.085  
 22       -158     -0.065  
 22       -133     -0.055  
 22       -108     -0.035  
 22       -83      -0.015  
 22       -58      -0.005  
 22       -33      -0.005  
 22       -8       -0.015  
 22       17       -0.015  
 22       42       -0.015  
 22       67       -0.015  
 22       92       -0.005  
 22       117      -0.005  
 22       142      -0.005  
 22       167      -0.005  
 22       192      -0.005  
 22       217      -0.005  
 22       242      -0.005  
 22       267      -0.005  
 22       292      -0.005  
 22       317      -0.005  
 22       342      -0.005  
 22       367      -0.005  
 22       392      -0.005  
 22       417      -0.005  
 22       442      -0.005  
 22       467      -0.005  
 22       492      -0.005  
 22       517      -0.015  
 22       542      -0.025  
