3000 3
 -333     -183     -0.125  
 -333     -158     -0.125  
 -333     -133     -0.125  
 -333     -108     -0.125  
 -308     -233     -0.125  
 -308     -208     -0.115  
 -308     -183     -0.105  
 -308     -158     -0.095  
 -308     -133     -0.095  
 -308     -108     -0.095  
 -308     -83      -0.105  
 -308     -58      -0.125  
 -283     -258     -0.125  
 -283     -233     -0.105  
 -283     -208     -0.095  
 -283     -183     -0.085  
 -283     -158     -0.075  
 -283     -133     -0.075  
 -283     -108     -0.075  
 -283     -83      -0.085  
 -283     -58      -0.095  
 -283     -33      -0.125  
 -258     -283     -0.125  
 -258     -258     -0.105  
 -258     -233     -0.095  
 -258     -208     -0.075  
 -258     -183     -0.065  
 -258     -158     -0.055  
 -258     -133     -0.055  
 -258     -108     -0.055  
 -258     -83      -0.065  
 -258     -58      -0.075  
 -258     -33      -0.105  
 -233     -283     -0.115  
 -233     -258     -0.095  
 -233     -233     -0.075  
 -233     -208     -0.065  
 -233     -183     -0.055  
 -233     -158     -0.045  
 -233     -133     -0.045  
 -233     -108     -0.045  
 -233     -83      -0.045  
 -233     -58      -0.055  
 -233     -33      -0.085  
 -233     -8       -0.125  
 -233     17       -0.125  
 -208     -283     -0.105  
 -208     -258     -0.085  
 -208     -233     -0.065  
 -208     -208     -0.055  
 -208     -183     -0.045  
 -208     -158     -0.035  
 -208     -133     -0.025  
 -208     -108     -0.025  
 -208     -83      -0.035  
 -208     -58      -0.045  
 -208     -33      -0.075  
 -208     -8       -0.095  
 -208     17       -0.095  
 -208     42       -0.105  
 -208     67       -0.115  
 -183     -508     -0.125  
 -183     -483     -0.095  
 -183     -458     -0.085  
 -183     -433     -0.085  
 -183     -408     -0.105  
 -183     -308     -0.125  
 -183     -283     -0.105  
 -183     -258     -0.085  
 -183     -233     -0.065  
 -183     -208     -0.045  
 -183     -183     -0.035  
 -183     -158     -0.025  
 -183     -133     -0.015  
 -183     -108     -0.015  
 -183     -83      -0.025  
 -183     -58      -0.035  
 -183     -33      -0.065  
 -183     -8       -0.075  
 -183     17       -0.075  
 -183     42       -0.085  
 -183     67       -0.095  
 -183     92       -0.115  
 -183     317      -0.125  
 -183     342      -0.095  
 -183     367      -0.095  
 -183     392      -0.105  
 -183     417      -0.125  
 -183     517      -0.105  
 -183     542      -0.095  
 -183     567      -0.095  
 -183     592      -0.115  
 -158     -558     -0.105  
 -158     -533     -0.095  
 -158     -508     -0.075  
 -158     -483     -0.065  
 -158     -458     -0.055  
 -158     -433     -0.055  
 -158     -408     -0.065  
 -158     -383     -0.085  
 -158     -358     -0.105  
 -158     -333     -0.115  
 -158     -308     -0.125  
 -158     -283     -0.105  
 -158     -258     -0.075  
 -158     -233     -0.055  
 -158     -208     -0.045  
 -158     -183     -0.025  
 -158     -158     -0.015  
 -158     -133     -0.015  
 -158     -108     -0.015  
 -158     -83      -0.015  
 -158     -58      -0.025  
 -158     -33      -0.045  
 -158     -8       -0.055  
 -158     17       -0.055  
 -158     42       -0.055  
 -158     67       -0.075  
 -158     92       -0.095  
 -158     117      -0.115  
 -158     142      -0.105  
 -158     167      -0.105  
 -158     192      -0.095  
 -158     217      -0.095  
 -158     242      -0.085  
 -158     267      -0.085  
 -158     292      -0.075  
 -158     317      -0.075  
 -158     342      -0.055  
 -158     367      -0.055  
 -158     392      -0.065  
 -158     417      -0.075  
 -158     442      -0.065  
 -158     467      -0.065  
 -158     492      -0.095  
 -158     517      -0.055  
 -158     542      -0.055  
 -158     567      -0.065  
 -158     592      -0.085  
 -158     617      -0.115  
 -133     -558     -0.055  
 -133     -533     -0.045  
 -133     -508     -0.045  
 -133     -483     -0.035  
 -133     -458     -0.025  
 -133     -433     -0.025  
 -133     -408     -0.035  
 -133     -383     -0.045  
 -133     -358     -0.055  
 -133     -333     -0.065  
 -133     -308     -0.075  
 -133     -283     -0.105  
 -133     -258     -0.085  
 -133     -233     -0.065  
 -133     -208     -0.045  
 -133     -183     -0.025  
 -133     -158     -0.015  
 -133     -133     -0.015  
 -133     -108     -0.005  
 -133     -83      -0.005  
 -133     -58      -0.015  
 -133     -33      -0.025  
 -133     -8       -0.035  
 -133     17       -0.035  
 -133     42       -0.045  
 -133     67       -0.055  
 -133     92       -0.075  
